iter	Logloss
1514	0.5805046176
1515	0.5804995868
1516	0.5804947777
1517	0.5804853667
1518	0.5804815069
1519	0.580475008
1520	0.5804734373
1521	0.5804713083
1522	0.5804673832
1523	0.5804631548
1524	0.580456431
1525	0.5804509392
1526	0.5804453707
1527	0.5804407073
1528	0.5804359754
1529	0.5804311283
1530	0.5804266261
1531	0.5804206167
1532	0.5804144519
1533	0.5804090316
1534	0.5804045748
1535	0.5804002306
1536	0.5803969756
1537	0.5803885602
1538	0.5803874613
1539	0.580375691
1540	0.5803708598
1541	0.5803651266
1542	0.5803565947
1543	0.5803498824
1544	0.580347089
1545	0.5803428618
1546	0.5803398691
1547	0.5803342914
1548	0.5803313178
1549	0.5803251043
1550	0.5803172298
1551	0.5803122089
1552	0.5803063057
1553	0.5803021698
1554	0.5803000535
1555	0.5802956348
1556	0.5802811501
1557	0.5802774643
1558	0.5802727827
1559	0.5802683121
1560	0.5802633996
1561	0.5802599895
1562	0.5802464111
1563	0.5802432036
1564	0.5802379055
1565	0.5802308912
1566	0.5802272448
1567	0.580220516
1568	0.5802108644
1569	0.5802094807
1570	0.5802039702
1571	0.5801979394
1572	0.5801944131
1573	0.5801901158
1574	0.5801869651
1575	0.5801802916
1576	0.5801750696
1577	0.580170467
1578	0.5801648901
1579	0.5801604103
1580	0.5801560925
1581	0.5801486079
1582	0.5801426076
1583	0.5801353437
1584	0.5801259005
1585	0.5801238756
1586	0.5801195512
1587	0.5801141468
1588	0.5801087635
1589	0.5801039979
1590	0.5800986837
1591	0.5800945148
1592	0.5800871155
1593	0.5800834364
1594	0.5800788477
1595	0.5800735698
1596	0.5800638461
1597	0.5800598649
1598	0.5800543561
1599	0.5800509708
1600	0.5800457478
1601	0.5800364854
1602	0.580030253
1603	0.5800254491
1604	0.580020198
1605	0.5800165916
1606	0.5800121313
1607	0.5800092225
1608	0.580002894
1609	0.5799982543
1610	0.5799897164
1611	0.5799847437
1612	0.5799794987
1613	0.5799750019
1614	0.57996899
1615	0.5799648093
1616	0.5799529741
1617	0.5799487619
1618	0.5799449486
1619	0.5799392162
1620	0.5799344802
1621	0.5799288468
1622	0.5799265724
1623	0.5799229293
1624	0.5799152846
1625	0.5799102081
1626	0.579904916
1627	0.5798983832
1628	0.5798929135
1629	0.5798892714
1630	0.5798837734
1631	0.579878556
1632	0.5798737486
1633	0.5798698041
1634	0.5798589818
1635	0.5798539654
1636	0.5798488207
1637	0.5798432438
1638	0.5798386064
1639	0.5798347382
1640	0.5798308199
1641	0.5798247773
1642	0.5798199087
1643	0.5798152446
1644	0.5798109814
1645	0.5798049205
1646	0.5797982227
1647	0.579792901
1648	0.5797890006
1649	0.5797825583
1650	0.5797789756
1651	0.5797743806
1652	0.5797700525
1653	0.5797655549
1654	0.579755443
1655	0.5797494213
1656	0.5797455872
1657	0.5797401217
1658	0.5797360369
1659	0.5797311705
1660	0.5797275727
1661	0.5797222659
1662	0.5797188803
1663	0.5797138033
1664	0.5797079098
1665	0.5797022618
1666	0.5796973906
1667	0.5796928122
1668	0.579687477
1669	0.5796805802
1670	0.579677296
1671	0.5796731045
1672	0.5796698499
1673	0.5796643915
1674	0.57965811
1675	0.5796539657
1676	0.5796482998
1677	0.579640567
1678	0.5796362547
1679	0.5796312978
1680	0.57962667
1681	0.5796224061
1682	0.5796158515
1683	0.5796124375
1684	0.5796062021
1685	0.5796021138
1686	0.5795974081
1687	0.5795867247
1688	0.5795835701
1689	0.5795801975
1690	0.5795751081
1691	0.5795701844
1692	0.5795642429
1693	0.5795586093
1694	0.5795488441
1695	0.5795382295
1696	0.5795359486
1697	0.5795305387
1698	0.5795277353
1699	0.5795228506
1700	0.5795176419
1701	0.5795118088
1702	0.5795077289
1703	0.5794998711
1704	0.5794957689
1705	0.5794897128
1706	0.5794845803
1707	0.5794799114
1708	0.5794763567
1709	0.5794639695
1710	0.5794620449
1711	0.5794571138
1712	0.5794513505
1713	0.5794448244
1714	0.5794384341
1715	0.5794332684
1716	0.5794271634
1717	0.579423183
1718	0.5794173468
1719	0.579412125
1720	0.5794087841
1721	0.579401963
1722	0.5793978118
1723	0.5793928189
1724	0.5793910707
1725	0.5793848501
1726	0.5793823949
1727	0.5793774149
1728	0.5793727438
1729	0.5793661444
1730	0.5793605811
1731	0.5793571481
1732	0.5793511326
1733	0.5793450432
1734	0.5793390778
1735	0.5793380511
1736	0.5793280809
1737	0.5793251438
1738	0.579321641
1739	0.579315419
1740	0.5793141864
1741	0.579310024
1742	0.5793054239
1743	0.5792990462
1744	0.5792955169
1745	0.5792928611
1746	0.5792888282
1747	0.5792841373
1748	0.579276516
1749	0.579267488
1750	0.5792638872
1751	0.5792588543
1752	0.5792546323
1753	0.5792499259
1754	0.5792441466
1755	0.5792405418
1756	0.5792361749
1757	0.5792330714
1758	0.5792232815
1759	0.5792190013
1760	0.5792138684
1761	0.5792080591
1762	0.5792042474
1763	0.579201342
1764	0.5791962822
1765	0.5791931024
1766	0.5791875286
1767	0.5791810414
1768	0.5791781713
1769	0.5791737084
1770	0.5791704077
1771	0.5791660992
1772	0.5791631324
1773	0.5791582662
1774	0.5791501208
1775	0.5791458018
1776	0.5791371613
1777	0.579132079
1778	0.579131903
1779	0.5791267179
1780	0.5791212277
1781	0.5791147543
1782	0.5791108567
1783	0.5791063861
1784	0.5790991299
1785	0.5790947152
1786	0.5790898619
1787	0.5790863349
1788	0.5790750754
1789	0.5790704691
1790	0.5790655927
1791	0.5790585802
1792	0.5790553691
1793	0.5790513942
1794	0.5790422046
1795	0.5790405764
1796	0.5790373312
1797	0.5790313057
1798	0.5790251395
1799	0.5790194905
1800	0.5790124604
1801	0.5790088461
1802	0.5790041582
1803	0.5789968647
1804	0.5789924451
1805	0.578990416
1806	0.5789884927
1807	0.5789840329
1808	0.5789802064
1809	0.5789732489
1810	0.5789671026
1811	0.5789634541
1812	0.5789602892
1813	0.5789565266
1814	0.5789526034
1815	0.5789481068
1816	0.5789431486
1817	0.5789372686
1818	0.5789341255
1819	0.5789285823
1820	0.5789232694
1821	0.5789178044
1822	0.5789139823
1823	0.578906385
1824	0.5789012353
1825	0.5788981776
1826	0.5788931636
1827	0.5788886055
1828	0.5788851568
1829	0.5788847745
1830	0.5788788293
1831	0.5788733245
1832	0.5788677228
1833	0.5788626024
1834	0.5788563233
1835	0.578848989
1836	0.5788442063
1837	0.5788368308
1838	0.578830929
1839	0.5788261515
1840	0.5788186014
1841	0.5788116255
1842	0.5788085062
1843	0.5788043905
1844	0.5787973131
1845	0.5787916968
1846	0.57878826
1847	0.5787837726
1848	0.5787785134
1849	0.578773424
1850	0.5787686212
1851	0.5787666155
1852	0.5787640492
1853	0.5787622498
1854	0.578761859
1855	0.578758007
1856	0.5787555164
1857	0.5787504397
1858	0.5787441101
1859	0.5787395376
1860	0.578734617
1861	0.5787313768
1862	0.5787283979
1863	0.5787247189
1864	0.5787196225
1865	0.5787102101
1866	0.5787055591
1867	0.5786998017
1868	0.5786913517
1869	0.5786870736
1870	0.578681918
1871	0.5786754941
1872	0.5786736578
1873	0.5786669721
1874	0.5786667691
1875	0.5786609749
1876	0.5786548547
1877	0.5786498689
1878	0.5786447988
1879	0.5786387009
1880	0.5786353364
1881	0.5786272824
1882	0.5786252278
1883	0.5786208619
1884	0.5786180123
1885	0.5786123872
1886	0.5786090176
1887	0.5786020453
1888	0.5785967108
1889	0.5785869026
1890	0.5785795425
1891	0.5785751147
1892	0.5785699627
1893	0.5785654316
1894	0.5785628388
1895	0.5785577265
1896	0.578554458
1897	0.5785493357
1898	0.5785432732
1899	0.5785405342
1900	0.5785383159
1901	0.5785336863
1902	0.5785291454
1903	0.5785244232
1904	0.5785201991
1905	0.5785137313
1906	0.578507962
1907	0.5785049314
1908	0.5784998518
1909	0.5784964004
1910	0.5784837626
1911	0.5784790945
1912	0.5784728281
1913	0.5784700726
1914	0.5784685815
1915	0.5784647464
1916	0.5784597532
1917	0.578450978
1918	0.578447573
1919	0.5784470719
1920	0.5784442116
1921	0.5784414712
1922	0.5784314463
1923	0.5784265639
1924	0.5784231592
1925	0.5784160815
1926	0.5784129045
1927	0.5784098493
1928	0.5784028121
1929	0.5783935677
1930	0.5783904128
1931	0.5783802915
1932	0.5783719614
1933	0.5783670706
1934	0.5783624999
1935	0.578356725
1936	0.5783513341
1937	0.5783459679
1938	0.5783418942
1939	0.5783388357
1940	0.5783341678
1941	0.5783301861
1942	0.5783259437
1943	0.5783213198
1944	0.5783153435
1945	0.5783099459
1946	0.5783053528
1947	0.5782999774
1948	0.5782933825
1949	0.5782903158
1950	0.5782876805
1951	0.5782818602
1952	0.5782734165
1953	0.5782692062
1954	0.5782680778
1955	0.578264069
1956	0.5782592757
1957	0.5782546639
1958	0.5782486222
1959	0.5782449907
1960	0.5782412635
1961	0.5782354203
1962	0.5782304714
1963	0.578228318
1964	0.5782216248
1965	0.5782182335
1966	0.5782131793
1967	0.5782081253
1968	0.5782006733
1969	0.5781959825
1970	0.5781923404
1971	0.5781872106
1972	0.5781824504
1973	0.5781778498
1974	0.5781736232
1975	0.5781687344
1976	0.5781667315
1977	0.5781650628
1978	0.5781608218
1979	0.5781573278
1980	0.5781525276
1981	0.5781464709
1982	0.578138597
1983	0.5781339665
1984	0.5781290262
1985	0.5781263052
1986	0.5781233281
1987	0.5781193317
1988	0.5781162466
1989	0.5781105318
1990	0.5781075417
1991	0.5781022636
1992	0.5780948897
1993	0.5780882395
1994	0.5780810422
1995	0.578076624
1996	0.5780718588
1997	0.5780664934
1998	0.5780621596
1999	0.5780563276
