iter	Logloss
163	0.597605377
164	0.5975708373
165	0.5975407177
166	0.5975020195
167	0.5974710063
168	0.597400082
169	0.597306015
170	0.5972729894
171	0.5972525151
172	0.5972237588
173	0.5972016523
174	0.5971667527
175	0.5971325396
176	0.5971150131
177	0.5970807068
178	0.5970598063
179	0.5969919167
180	0.596970522
181	0.5969367049
182	0.5969157683
183	0.5968961782
184	0.5968798585
185	0.5968561252
186	0.5968393419
187	0.5968228037
188	0.5967755747
189	0.5966905274
190	0.5966479592
191	0.5966216839
192	0.5965975239
193	0.5965854425
194	0.5965438358
195	0.5965205687
196	0.5964954161
197	0.5964773193
198	0.5964424814
199	0.5964179274
200	0.5963809817
201	0.5963594329
202	0.5963418726
203	0.596327334
204	0.5962649758
205	0.5962493711
206	0.5961882517
207	0.5961709711
208	0.5961228838
209	0.596105489
210	0.59609159
211	0.5960654081
212	0.5960391353
213	0.5960007009
214	0.5959903582
215	0.595966063
216	0.5959213879
217	0.5959050384
218	0.5958710062
219	0.5958436921
220	0.5958040767
221	0.595776171
222	0.5957657678
223	0.5957497337
224	0.5957379669
225	0.5956893542
226	0.5956777697
227	0.5956640232
228	0.5956392931
229	0.5956235474
230	0.5956143075
231	0.5955595153
232	0.5955269418
233	0.5955111099
234	0.5954858465
235	0.5954344806
236	0.5954283
237	0.5954200823
238	0.5954107013
239	0.5954003301
240	0.5953877471
241	0.595379673
242	0.5953507879
243	0.5953470963
244	0.5953372997
245	0.5953183068
246	0.5952571763
247	0.5952199312
248	0.5952109559
249	0.5951604367
250	0.5951541793
251	0.5951440813
252	0.5951339878
253	0.5951038042
254	0.5950972626
255	0.5950838456
256	0.595060273
257	0.5950467216
258	0.5950266273
259	0.5950194209
260	0.5949729928
261	0.5949608224
262	0.5949504672
263	0.594943434
264	0.5949163478
265	0.5949102964
266	0.5948959486
267	0.5948801506
268	0.5948657677
269	0.5948548928
270	0.5948450156
271	0.5948367609
272	0.5948103454
273	0.5948019294
274	0.5947692899
275	0.5947585438
276	0.594749291
277	0.5947099671
278	0.5946805415
279	0.5946515119
280	0.5946345151
281	0.5946256258
282	0.5946163524
283	0.5945793332
284	0.5945514004
285	0.5945437795
286	0.5945348576
287	0.5945288116
288	0.5945004928
289	0.5944640715
290	0.5944598825
291	0.5944453171
292	0.5944387011
293	0.5944297278
294	0.5944069944
295	0.5943592248
296	0.5943231425
297	0.5942855205
298	0.5942792686
299	0.5942499181
300	0.5942318882
301	0.5942249938
302	0.5942176033
303	0.594180023
304	0.5941411726
305	0.5941334303
306	0.5941203417
307	0.5941080699
308	0.5940729423
309	0.5940662711
310	0.5940607583
311	0.5940189146
312	0.5939899634
313	0.5939649836
314	0.5939379602
315	0.5938813536
316	0.5938607518
317	0.5938502303
318	0.5938389953
319	0.5938278136
320	0.5938231182
321	0.5938143268
322	0.5937950547
323	0.593761027
324	0.5937288422
325	0.5936952872
326	0.5936638329
327	0.5936346276
328	0.5936224656
329	0.5935915607
330	0.5935420008
331	0.5935310345
332	0.5935095617
333	0.5934819609
334	0.5934738121
335	0.5933895406
336	0.5933824081
337	0.5933754113
338	0.5933684904
339	0.5932886819
340	0.5932791329
341	0.5932657656
342	0.5932214132
343	0.5932148674
344	0.5932102689
345	0.5931799531
346	0.5931712552
347	0.5931473922
348	0.5931281218
349	0.5931014768
350	0.5930962693
351	0.5930807275
352	0.5930684272
353	0.592995495
354	0.5929396518
355	0.5929188866
356	0.5928999399
357	0.5928883681
358	0.5928420431
359	0.5928301289
360	0.5928174396
361	0.5928095556
362	0.5927899486
363	0.5927665512
364	0.5927560388
365	0.5927345005
366	0.5927245458
367	0.5926974177
368	0.5926901377
369	0.5926827056
370	0.5926766549
371	0.5926698552
372	0.5926633263
373	0.5926511797
374	0.5926435894
375	0.5926211832
376	0.5926139807
377	0.592596406
378	0.5925887608
379	0.5925755751
380	0.5925562091
381	0.5925354174
382	0.5925042869
383	0.5924982587
384	0.5924926675
385	0.5924692882
386	0.5924463091
387	0.5924276072
388	0.5923599026
389	0.5923533049
390	0.5923432132
391	0.5923282255
392	0.592320717
393	0.5923161713
394	0.592291868
395	0.5922348315
396	0.5922177065
397	0.5922101905
398	0.5922014705
399	0.5921794071
400	0.5921669514
401	0.5921595425
402	0.5921510512
403	0.592134885
404	0.5921294983
405	0.592120302
406	0.592114507
407	0.5920407016
408	0.5920202434
409	0.5920004123
410	0.5919787729
411	0.5919569415
412	0.5919473385
413	0.5918948093
414	0.5918902101
415	0.5918800001
416	0.5918404801
417	0.5918213791
418	0.5918168909
419	0.5917583109
420	0.5917514947
421	0.5917301133
422	0.5916787951
423	0.5916636289
424	0.5916468118
425	0.5915915045
426	0.5915706132
427	0.5915637131
428	0.5915196395
429	0.591487759
430	0.5914753648
431	0.5914666173
432	0.5914290188
433	0.5914174047
434	0.5913577341
435	0.5913465835
436	0.5913247849
437	0.5912963481
438	0.5912664557
439	0.5912583743
440	0.5912528848
441	0.5912300267
442	0.5911862543
443	0.5911427031
444	0.5911089785
445	0.5910942219
446	0.591076228
447	0.5910639967
448	0.5910407405
449	0.5910110102
450	0.5909763349
451	0.5909579258
452	0.5909421871
453	0.5909080076
454	0.5908778483
455	0.5908310261
456	0.5908175078
457	0.5907732623
458	0.5907243996
459	0.5907150466
460	0.5906956571
461	0.5906869816
462	0.5906655866
463	0.590621271
464	0.5906125857
465	0.5905958707
466	0.5905867115
467	0.5905708284
468	0.5905632793
469	0.5905367143
470	0.5905138131
471	0.5905041742
472	0.5904552244
473	0.5904087918
474	0.5903987187
475	0.5903764555
476	0.5903603359
477	0.5903375809
478	0.59027577
479	0.5902622648
480	0.5902086653
481	0.5901668218
482	0.5901114616
483	0.5900946645
484	0.590064576
485	0.5900568751
486	0.5900354712
487	0.5899846204
488	0.589976585
489	0.5899545651
490	0.5899397079
491	0.5899118177
492	0.5898917166
493	0.5898768106
494	0.589870847
495	0.5898540972
496	0.5898401753
497	0.5898216745
498	0.5897987322
499	0.5897908048
500	0.5897445286
501	0.5897308002
502	0.5897075812
503	0.5896813538
504	0.5896537921
505	0.5896400822
506	0.5895983023
507	0.5895851841
508	0.5895665202
509	0.5895307767
510	0.5894884235
511	0.5894708652
512	0.5894358766
513	0.5894209288
514	0.5894044724
515	0.5893842762
516	0.5893718938
517	0.5893570322
518	0.5893264711
519	0.5892961166
520	0.589251972
521	0.5892369137
522	0.5892197682
523	0.5891938882
524	0.5891800642
525	0.5891655434
526	0.5891214333
527	0.589101072
528	0.5890935323
529	0.5890791217
530	0.5890472819
531	0.5890289065
532	0.5890170049
533	0.5889898002
534	0.5889784582
535	0.5889383588
536	0.5889298348
537	0.5889179546
538	0.588880884
539	0.5888738811
540	0.5888606985
541	0.5888488924
542	0.5888409376
543	0.588822543
544	0.5888112919
545	0.5887830435
546	0.5887665617
547	0.5887583478
548	0.5887462463
549	0.5887299539
550	0.5887192301
551	0.5887062244
552	0.5886992484
553	0.5886763454
554	0.5886683924
555	0.5886598096
556	0.5886342919
557	0.5886121851
558	0.588598395
559	0.5885840196
560	0.5885719141
561	0.5885579422
562	0.5885453926
563	0.588527992
564	0.5885196607
565	0.5884855957
566	0.588464632
567	0.5884435997
568	0.5884287794
569	0.5883960599
570	0.588379967
571	0.5883669843
572	0.588353015
573	0.5883413743
574	0.5883252942
575	0.5882939018
576	0.5882806961
577	0.5882723647
578	0.5882641215
579	0.5882500967
580	0.5882327935
581	0.5882142524
582	0.5882034957
583	0.5881889105
584	0.5881783429
585	0.5881717736
586	0.588162528
587	0.5881247953
588	0.5881100677
589	0.5880887226
590	0.5880766919
591	0.5880636105
592	0.5880533222
593	0.5880185712
594	0.588006977
595	0.5879965137
596	0.5879860826
597	0.5879791714
598	0.5879714985
599	0.5879495154
600	0.5879392177
601	0.5879299659
602	0.5879217689
603	0.5879131825
604	0.5879042202
605	0.5878930883
606	0.5878739863
607	0.5878390772
608	0.5878231819
609	0.5878141959
610	0.5877816582
611	0.5877564622
612	0.5877452904
613	0.5877342403
614	0.5877229534
615	0.5877018635
616	0.5876888466
617	0.5876687892
618	0.5876465191
619	0.5876368327
620	0.5876280334
621	0.587621647
622	0.5876054869
623	0.5875866296
624	0.5875780149
625	0.5875427729
626	0.5875308839
627	0.5875185699
628	0.5875060252
629	0.5874936927
630	0.5874775915
631	0.5874694537
632	0.5874568684
633	0.5874360877
634	0.5874194736
635	0.5874129127
636	0.587377284
637	0.5873426301
638	0.5873343879
639	0.5873190636
640	0.5873123153
641	0.5873004674
642	0.587277788
643	0.5872694912
644	0.5872367643
645	0.5872247694
646	0.5872152015
647	0.587211194
648	0.587178865
649	0.5871706138
650	0.5871594724
651	0.5871514343
652	0.5871433701
653	0.5871364865
654	0.5871206492
655	0.5870944449
656	0.5870866309
657	0.587080811
658	0.5870704915
659	0.5870486341
660	0.5870192395
661	0.5870040246
662	0.586993846
663	0.5869820677
664	0.586970012
665	0.5869626513
666	0.586951024
667	0.5869260858
668	0.5869059994
669	0.5868986226
670	0.5868795874
671	0.5868702542
672	0.586863571
673	0.5868446696
674	0.5868305813
675	0.5868243534
676	0.5868164137
677	0.586809985
678	0.5868016322
679	0.5867753382
680	0.5867690064
681	0.586760587
682	0.5867446982
683	0.5867208181
684	0.5866921381
685	0.5866731096
686	0.5866594139
687	0.5866479539
688	0.5866385878
689	0.5866252618
690	0.5866056529
691	0.5865943989
692	0.5865875472
693	0.5865679844
694	0.58655006
695	0.5865422854
696	0.5865317831
697	0.5865127307
698	0.5865055271
699	0.5864906259
700	0.5864798665
701	0.5864632231
702	0.5864561354
703	0.5864490927
704	0.5864389675
705	0.5864298152
706	0.586408273
707	0.5864037198
708	0.5863923973
709	0.5863853975
710	0.5863767508
711	0.5863635546
712	0.5863569408
713	0.5863470576
714	0.5863408453
715	0.5863354523
716	0.5863292286
717	0.5863198968
718	0.5863105595
719	0.5863011782
720	0.5862896155
721	0.5862699984
722	0.5862580774
723	0.5862441
724	0.586230632
725	0.5862236421
726	0.5862099768
727	0.5861995677
728	0.5861763338
729	0.5861703467
730	0.5861640428
731	0.5861537126
732	0.5861460055
733	0.5861353892
734	0.5861220552
735	0.5861113814
736	0.5861024182
737	0.5860910869
738	0.5860847719
739	0.5860769113
740	0.5860571146
741	0.5860422808
742	0.5860320442
743	0.5860231801
744	0.5860181307
745	0.5860139156
746	0.586007878
747	0.5859982463
748	0.585977844
749	0.5859691907
750	0.5859624374
751	0.585947192
752	0.5859396064
753	0.5859258773
754	0.5859175985
755	0.5859058623
756	0.5858965441
757	0.5858737053
758	0.585865762
759	0.5858591403
760	0.585849138
761	0.5858422801
762	0.5858365706
763	0.5858094612
764	0.5857972007
765	0.5857905072
766	0.5857848356
767	0.5857772973
768	0.5857710031
769	0.5857621783
770	0.5857539937
771	0.5857463166
772	0.5857386812
773	0.5857330734
774	0.585726332
775	0.5857185276
776	0.5857102034
777	0.5857007481
778	0.585692225
779	0.5856823434
780	0.5856740176
781	0.5856588001
782	0.5856523584
783	0.5856471523
784	0.5856298701
785	0.5856245588
786	0.5856025973
787	0.585585524
788	0.585578219
789	0.5855682776
790	0.5855580504
791	0.5855440256
792	0.5855393447
793	0.5855317963
794	0.5855132547
795	0.5854970004
796	0.585489518
797	0.5854731429
798	0.585468235
799	0.5854599192
800	0.5854548486
801	0.5854430727
802	0.5854353186
803	0.5854234341
804	0.585408038
805	0.585399346
806	0.5853901395
807	0.5853807761
808	0.5853742097
809	0.5853683985
810	0.5853588474
811	0.5853517118
812	0.5853450843
813	0.5853378342
814	0.5853300493
815	0.5853241769
816	0.5853171859
817	0.5853129653
818	0.5853066968
819	0.5852998293
820	0.5852857069
821	0.58527715
822	0.5852720058
823	0.5852645022
824	0.5852488061
825	0.585242195
826	0.5852342734
827	0.5852267305
828	0.5852074999
829	0.585200715
830	0.5851940548
831	0.5851899476
832	0.5851822285
833	0.5851751032
834	0.5851677266
835	0.585162125
836	0.5851570711
837	0.5851490589
838	0.5851281419
839	0.5851148332
840	0.5851072482
841	0.5850880708
842	0.5850780306
843	0.5850607206
844	0.5850504496
845	0.5850232929
846	0.5850105778
847	0.5850030438
848	0.584977506
849	0.5849712129
850	0.5849667339
851	0.5849557469
852	0.5849494153
853	0.5849384197
854	0.5849278387
855	0.5849210696
856	0.5849064771
857	0.5848906195
858	0.5848850587
859	0.5848790275
860	0.5848665157
861	0.58485209
862	0.5848438328
863	0.5848262839
864	0.5848156841
865	0.584809685
866	0.5848038882
867	0.5847810476
868	0.5847693291
869	0.5847546965
870	0.5847475015
871	0.584735142
872	0.5847253878
873	0.5847189706
874	0.5847116966
875	0.584705092
876	0.5846957333
877	0.5846845033
878	0.5846785056
879	0.5846723542
880	0.5846657525
881	0.5846571574
882	0.5846502433
883	0.5846423261
884	0.5846332059
885	0.5846273035
886	0.5846218413
887	0.5846147669
888	0.5846091956
889	0.5845956278
890	0.5845886778
891	0.5845811602
892	0.5845741717
893	0.5845694555
894	0.5845642308
895	0.5845573948
896	0.5845408423
897	0.584533853
898	0.5845295676
899	0.5845255113
900	0.5845183804
901	0.5845134791
902	0.5844993511
903	0.584494832
904	0.5844890996
905	0.5844821887
906	0.5844724569
907	0.5844643929
908	0.5844593832
909	0.5844517744
910	0.5844457143
911	0.5844325781
912	0.5844275983
913	0.5844109681
914	0.5844053544
915	0.5843942234
916	0.5843795335
917	0.584376227
918	0.5843655737
919	0.5843506861
920	0.5843435284
921	0.5843405596
922	0.5843338669
923	0.5843279807
924	0.5843185858
925	0.5843112357
926	0.584304599
927	0.5842976101
928	0.5842866206
929	0.5842765564
930	0.5842695515
931	0.5842631441
932	0.5842492921
933	0.5842436581
934	0.5842374798
935	0.5842319953
936	0.5842238192
937	0.5842177015
938	0.5842123782
939	0.584204094
940	0.5841970024
941	0.584192584
942	0.5841754485
943	0.5841693624
944	0.5841653004
945	0.5841592583
946	0.5841530823
947	0.5841461848
948	0.584141429
949	0.5841270433
950	0.5841202753
951	0.5841148057
952	0.584107983
953	0.5840998306
954	0.5840931772
955	0.5840894118
956	0.5840852487
957	0.5840756347
958	0.5840688777
959	0.5840621496
960	0.5840523989
961	0.5840405597
962	0.5840273539
963	0.5840228337
964	0.58400896
965	0.5840003454
966	0.5839944931
967	0.5839893581
968	0.5839838784
969	0.5839766422
970	0.5839697865
971	0.5839620154
972	0.5839492316
973	0.5839416592
974	0.5839361067
975	0.5839313556
976	0.5839219623
977	0.5839161879
978	0.5839088063
979	0.5839052912
980	0.5838993361
981	0.5838922266
982	0.5838865665
983	0.583877652
984	0.5838710573
985	0.5838627665
986	0.5838526823
987	0.5838483802
988	0.5838430129
989	0.583835014
990	0.5838255816
991	0.5838194136
992	0.5838073042
993	0.5838001516
994	0.5837911881
995	0.5837845826
996	0.5837779338
997	0.583767747
998	0.5837627193
999	0.5837512861
1000	0.5837457946
1001	0.5837398525
1002	0.5837345331
1003	0.5837165085
1004	0.5837092174
1005	0.5836941827
1006	0.5836912274
1007	0.5836813019
1008	0.5836749733
1009	0.5836689083
1010	0.5836540623
1011	0.5836483582
1012	0.5836334957
1013	0.5836273338
1014	0.5836133616
1015	0.583608953
1016	0.5835993052
1017	0.5835950549
1018	0.5835903413
1019	0.5835813987
1020	0.5835728489
1021	0.5835674789
1022	0.5835613975
1023	0.5835572409
1024	0.5835483938
1025	0.5835421744
1026	0.5835360435
1027	0.5835282981
1028	0.583515262
1029	0.5835093597
1030	0.583502767
1031	0.5834970768
1032	0.5834899228
1033	0.5834740129
1034	0.583467393
1035	0.5834598984
1036	0.583449057
1037	0.5834388973
1038	0.5834359253
1039	0.5834290507
1040	0.5834228728
1041	0.5834174103
1042	0.5834111695
1043	0.5834060915
1044	0.5834002536
1045	0.5833945568
1046	0.5833826734
1047	0.5833736543
1048	0.5833627741
1049	0.583355035
1050	0.5833469458
1051	0.5833407393
1052	0.5833341289
1053	0.5833306165
1054	0.5833251928
1055	0.5833187785
1056	0.5833121786
1057	0.5833006937
1058	0.5832923628
1059	0.5832868607
1060	0.5832806522
1061	0.5832726491
1062	0.5832705837
1063	0.5832645874
1064	0.5832580919
1065	0.5832541943
1066	0.5832474351
1067	0.5832406014
1068	0.5832366981
1069	0.5832284005
1070	0.5832221542
1071	0.5832013539
1072	0.5831979056
1073	0.5831876953
1074	0.5831817582
1075	0.583177569
1076	0.5831648012
1077	0.5831534211
1078	0.5831439947
1079	0.5831395293
1080	0.5831333577
1081	0.5831288074
1082	0.583123085
1083	0.5831176185
1084	0.5831121035
1085	0.5831070459
1086	0.5831021721
1087	0.5830961276
1088	0.5830866846
1089	0.5830814265
1090	0.5830766496
1091	0.5830707791
1092	0.5830647309
1093	0.5830565599
1094	0.5830517698
1095	0.583044551
1096	0.5830382865
1097	0.5830346859
1098	0.5830301291
1099	0.5830246092
1100	0.5830187741
1101	0.5830060229
1102	0.5829877807
1103	0.5829831339
1104	0.582978936
1105	0.5829744
1106	0.582969971
1107	0.5829643267
1108	0.5829499607
1109	0.5829425346
1110	0.5829372782
1111	0.5829310997
1112	0.5829262169
1113	0.5829217151
1114	0.5829050178
1115	0.5828957894
1116	0.5828849876
1117	0.582878756
1118	0.5828675703
1119	0.5828613056
1120	0.5828551557
1121	0.5828473419
1122	0.5828442203
1123	0.5828400474
1124	0.5828339225
1125	0.5828288653
1126	0.5828233991
1127	0.5828203638
1128	0.5828157139
1129	0.5828102338
1130	0.5828073737
1131	0.5827960602
1132	0.5827875814
1133	0.5827828617
1134	0.5827782762
1135	0.5827714083
1136	0.5827653519
1137	0.5827564696
1138	0.5827464046
1139	0.5827371452
1140	0.5827295762
1141	0.582723639
1142	0.5827197371
1143	0.5827132327
1144	0.5827107632
1145	0.5827049035
1146	0.5826984784
1147	0.5826888398
1148	0.5826830476
1149	0.5826720929
1150	0.582666694
1151	0.5826593021
1152	0.5826524641
1153	0.582643968
1154	0.58263888
1155	0.5826335351
1156	0.5826284389
1157	0.5826231265
1158	0.5826162089
1159	0.5826119239
1160	0.5826000727
1161	0.5825941664
1162	0.5825843733
1163	0.5825793467
1164	0.5825713856
1165	0.5825642909
1166	0.5825614352
1167	0.5825543712
1168	0.582548086
1169	0.5825440055
1170	0.5825379249
1171	0.5825288777
1172	0.5825232107
1173	0.5825189882
1174	0.5825132816
1175	0.582507142
1176	0.582500966
1177	0.5824935658
1178	0.5824893945
1179	0.5824778344
1180	0.5824711351
1181	0.5824672057
1182	0.582454011
1183	0.5824478763
1184	0.5824396992
1185	0.5824349882
1186	0.5824224412
1187	0.5824152611
1188	0.5824104405
1189	0.5824047999
1190	0.5823989148
1191	0.5823931056
1192	0.5823832887
1193	0.582378789
1194	0.5823727127
1195	0.5823688451
1196	0.5823609643
1197	0.582349735
1198	0.582346414
1199	0.5823356173
1200	0.5823263663
1201	0.5823222389
1202	0.582313311
1203	0.5823084906
1204	0.582299487
1205	0.582292745
1206	0.5822870183
1207	0.5822809362
1208	0.5822748507
1209	0.5822681349
1210	0.5822626027
1211	0.5822593381
1212	0.5822510049
1213	0.5822425644
1214	0.5822367195
1215	0.5822308258
1216	0.5822246259
1217	0.5822203537
1218	0.5822142185
1219	0.5822098858
1220	0.5822056925
1221	0.5822015919
1222	0.582196686
1223	0.5821844186
1224	0.5821788539
1225	0.5821694559
1226	0.5821635033
1227	0.5821578224
1228	0.5821479585
1229	0.5821440288
1230	0.582139913
1231	0.5821351813
1232	0.5821320321
1233	0.5821239612
1234	0.5821183747
1235	0.5821122391
1236	0.582108259
1237	0.582102739
1238	0.5820962166
1239	0.5820903001
1240	0.5820827629
1241	0.5820783123
1242	0.5820713302
1243	0.5820651331
1244	0.5820584204
1245	0.5820542295
1246	0.5820477594
1247	0.5820427136
1248	0.5820381961
1249	0.5820321973
1250	0.5820274045
1251	0.5820206682
1252	0.5820135201
1253	0.5820077609
1254	0.5820021225
1255	0.5819969691
1256	0.5819828185
1257	0.5819752532
1258	0.5819696632
1259	0.5819659881
1260	0.5819622694
1261	0.5819568262
1262	0.5819500289
1263	0.581946902
1264	0.581940944
1265	0.5819355893
1266	0.5819327412
1267	0.58192829
1268	0.5819240023
1269	0.5819165902
1270	0.5819126712
1271	0.5819081307
1272	0.5819039624
1273	0.5818975893
1274	0.5818913245
1275	0.5818841004
1276	0.5818783196
1277	0.581873754
1278	0.5818684237
1279	0.5818617291
1280	0.5818561844
1281	0.5818523968
1282	0.5818403973
1283	0.5818337761
1284	0.5818284301
1285	0.5818215043
1286	0.5818152803
1287	0.5818115982
1288	0.5818085069
1289	0.5817994862
1290	0.5817935792
1291	0.5817866814
1292	0.5817809532
1293	0.5817739057
1294	0.5817699011
1295	0.5817646291
1296	0.5817601139
1297	0.5817573389
1298	0.5817534389
1299	0.581745688
1300	0.581741146
1301	0.5817343492
1302	0.5817289164
1303	0.5817187544
1304	0.5817092581
1305	0.5817031531
1306	0.5816967091
1307	0.5816921434
1308	0.5816875609
1309	0.5816786228
1310	0.581674161
1311	0.5816695314
1312	0.5816628315
1313	0.5816578894
1314	0.5816493002
1315	0.5816474167
1316	0.581639156
1317	0.5816335212
1318	0.581628869
1319	0.5816250288
1320	0.5816203977
1321	0.5816182
1322	0.5816075376
1323	0.5816027217
1324	0.5815993546
1325	0.5815952168
1326	0.5815902105
1327	0.5815837589
1328	0.5815777075
1329	0.5815728542
1330	0.5815690856
1331	0.581563312
1332	0.5815564767
1333	0.5815490764
1334	0.5815438699
1335	0.5815384705
1336	0.5815355574
1337	0.5815278726
1338	0.5815204224
1339	0.5815157265
1340	0.5815094192
1341	0.5815054736
1342	0.5815009019
1343	0.581494741
1344	0.5814859426
1345	0.5814789816
1346	0.5814665056
1347	0.5814623668
1348	0.5814584868
1349	0.5814553192
1350	0.5814491821
1351	0.5814459832
1352	0.5814421146
1353	0.5814373236
1354	0.5814331078
1355	0.5814282108
1356	0.5814183675
1357	0.5814134788
1358	0.5814084246
1359	0.5814055584
1360	0.5814008825
1361	0.581395258
1362	0.5813903528
1363	0.5813864684
1364	0.581379821
1365	0.58137347
1366	0.5813690573
1367	0.5813643828
1368	0.5813579341
1369	0.5813525087
1370	0.581347172
1371	0.5813417921
1372	0.5813381122
1373	0.5813341066
1374	0.5813303631
1375	0.5813271154
1376	0.5813193146
1377	0.5813131778
1378	0.5813048641
1379	0.5813003671
1380	0.5812961576
1381	0.5812845653
1382	0.5812796257
1383	0.5812711012
1384	0.5812675984
1385	0.5812600029
1386	0.581251103
1387	0.5812486858
1388	0.5812423307
1389	0.5812333099
1390	0.581225787
1391	0.5812182865
1392	0.5812117506
1393	0.5812044165
1394	0.5811967867
1395	0.5811927488
1396	0.5811874295
1397	0.5811844691
1398	0.5811789719
1399	0.581176233
1400	0.5811689938
1401	0.581162359
1402	0.5811569765
1403	0.581151687
1404	0.5811394042
1405	0.5811330885
1406	0.5811269046
1407	0.5811230347
1408	0.581120313
1409	0.5811152338
1410	0.5811102864
1411	0.581107822
1412	0.5810923351
1413	0.5810879042
1414	0.5810818241
1415	0.5810777196
1416	0.5810740875
1417	0.5810639788
1418	0.5810601334
1419	0.5810554063
1420	0.5810514747
1421	0.5810441594
1422	0.5810401724
1423	0.5810353789
1424	0.5810307708
1425	0.5810215198
1426	0.5810160728
1427	0.5810113383
1428	0.5810073518
1429	0.5810018171
1430	0.5809926147
1431	0.5809839113
1432	0.5809810566
1433	0.5809718462
1434	0.5809666376
1435	0.5809627187
1436	0.5809564209
1437	0.5809504436
1438	0.5809460506
1439	0.5809421267
1440	0.5809373657
1441	0.5809314987
1442	0.5809289628
1443	0.5809224729
1444	0.5809170712
1445	0.5809131671
1446	0.5809071905
1447	0.5808990892
1448	0.5808950152
1449	0.5808880971
1450	0.580880657
1451	0.5808773334
1452	0.5808724679
1453	0.5808688769
1454	0.5808640161
1455	0.5808600244
1456	0.5808528585
1457	0.5808472128
1458	0.5808433792
1459	0.5808372553
1460	0.5808345011
1461	0.5808219277
1462	0.5808167427
1463	0.5808109089
1464	0.5808050813
1465	0.5807972627
1466	0.5807907112
1467	0.5807814362
1468	0.5807756509
1469	0.580768116
1470	0.580760899
1471	0.5807489512
1472	0.5807420308
1473	0.58073589
1474	0.5807299149
1475	0.5807245175
1476	0.5807211509
1477	0.5807150151
1478	0.5807085297
1479	0.5807042477
1480	0.5806976542
1481	0.5806949533
1482	0.5806900517
1483	0.5806854416
1484	0.5806786897
1485	0.5806695332
1486	0.5806631105
1487	0.580658217
1488	0.5806521711
1489	0.5806466031
1490	0.5806403725
1491	0.5806335928
1492	0.5806303697
1493	0.5806240451
1494	0.5806179895
1495	0.5806077152
1496	0.5806039271
1497	0.5806008246
1498	0.5805956429
1499	0.5805926061
1500	0.5805833797
1501	0.5805784092
1502	0.5805756563
1503	0.5805718202
1504	0.5805663338
1505	0.5805607463
1506	0.5805466917
1507	0.5805417142
1508	0.5805353276
1509	0.5805280434
1510	0.5805228267
1511	0.5805173901
1512	0.5805143063
1513	0.5805100208
